"iso3c","date","goal","target","code","series_code","series_description","ind_value","ind_metadata","ind_quality"
"ABW",2004,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2005,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2006,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2007,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2008,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2009,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2010,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2011,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2012,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2013,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2014,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2015,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2016,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2017,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2018,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2019,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2020,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2021,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2022,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"ABW",2023,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"AFG",2004,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"AFG",2005,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"AFG",2006,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"AFG",2007,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"AFG",2008,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"AFG",2009,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"AFG",2010,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"AFG",2011,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"AFG",2012,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"AFG",2013,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
"AFG",2014,"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)",NA,NA,0
