"iso3c","date","goal","target","code","series_code","series_description","ind_value","ind_metadata","ind_quality"
"ABW",2004,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",NA,NA,0
"ABW",2005,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",1.03281,"C",1
"ABW",2006,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",NA,NA,0
"ABW",2007,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",NA,NA,0
"ABW",2008,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",NA,NA,0
"ABW",2009,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",1.00807,"C",1
"ABW",2010,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",0.93601,"C",1
"ABW",2011,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",NA,NA,0
"ABW",2012,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",NA,NA,0
"ABW",2013,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",NA,NA,0
"ABW",2014,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",NA,NA,0
"ABW",2015,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",NA,NA,0
"ABW",2016,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",NA,NA,0
"ABW",2017,"4","4.5","4.5.1","SE_GPI_PTNPRE","Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",NA,NA,0
