"iso3c","date","goal","target","code","series_code","series_description","ind_value","ind_metadata","ind_quality"
"ABW",2004,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2005,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2006,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2007,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2008,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2009,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2010,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2011,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2012,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2013,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2014,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2015,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2016,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2017,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2018,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2019,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2020,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2021,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2022,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,0
"ABW",2023,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,NA
"AFG",2004,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.04,"E",1
"AFG",2005,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.04,"E",1
"AFG",2006,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.04076923076923077,"E",1
"AFG",2007,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.04076923076923077,"E",1
"AFG",2008,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.03923076923076923,"E",1
"AFG",2009,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.036153846153846154,"E",1
"AFG",2010,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.03538461538461538,"E",1
"AFG",2011,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.03538461538461538,"E",1
"AFG",2012,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.03538461538461538,"E",1
"AFG",2013,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.03461538461538462,"E",1
"AFG",2014,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.03538461538461538,"E",1
"AFG",2015,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.03461538461538462,"E",1
"AFG",2016,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.033846153846153845,"E",1
"AFG",2017,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.031538461538461536,"E",1
"AFG",2018,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.033846153846153845,"E",1
"AFG",2019,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.033846153846153845,"E",1
"AFG",2020,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.031538461538461536,"E",1
"AFG",2021,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.031538461538461536,"E",1
"AFG",2022,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.033846153846153845,"E",1
"AFG",2023,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",NA,NA,NA
"AGO",2004,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",1.5607692307692307,"E",1
"AGO",2005,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",1.5261538461538462,"E",1
"AGO",2006,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",1.5246153846153845,"E",1
"AGO",2007,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",1.4907692307692308,"E",1
"AGO",2008,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",1.4515384615384617,"E",1
"AGO",2009,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",1.3900000000000001,"E",1
"AGO",2010,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",1.3061538461538462,"E",1
"AGO",2011,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",1.2515384615384615,"E",1
"AGO",2012,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",1.1753846153846155,"E",1
"AGO",2013,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",1.04,"E",1
"AGO",2014,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.9023076923076924,"E",1
"AGO",2015,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.8246153846153846,"E",1
"AGO",2016,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.7792307692307693,"E",1
"AGO",2017,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.7353846153846154,"E",1
"AGO",2018,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.6776923076923077,"E",1
"AGO",2019,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.6230769230769231,"E",1
"AGO",2020,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.576923076923077,"E",1
"AGO",2021,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.5253846153846153,"E",1
"AGO",2022,"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",0.4869230769230769,"E",1
