"iso3c","date","goal","target","code","code1","description1","ind_value","ind_metadata","ind_quality"
"ABW",2004,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",2.126395,"C",1
"ABW",2005,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",6.208185,"C",1
"ABW",2006,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",5.117585,"C",1
"ABW",2007,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",3.11591,"C",1
"ABW",2008,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",5.08628,"C",1
"ABW",2009,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",4.044425,"C",1
"ABW",2010,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",4.12669,"C",1
"ABW",2011,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",2.055585,"C",1
"ABW",2012,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",4.000555,"C",1
"ABW",2013,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",6.015165,"C",1
"ABW",2014,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",2.025605,"C",1
"ABW",2015,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ABW",2016,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ABW",2017,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ABW",2018,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ABW",2019,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,NA
"ABW",2020,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,NA
"AFG",2004,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AFG",2005,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AFG",2006,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AFG",2007,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AFG",2008,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AFG",2009,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AFG",2010,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AFG",2011,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AFG",2012,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AFG",2013,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AFG",2014,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AFG",2015,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",9.533805,"C",1
"AFG",2016,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",6.388685,"C",1
"AFG",2017,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",6.518330000000001,"C",1
"AFG",2018,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",6.501275,"C",1
"AFG",2019,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,NA
"AFG",2020,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,NA
"AGO",2004,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2005,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2006,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2007,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2008,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2009,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2010,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2011,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2012,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2013,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2014,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2015,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2016,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2017,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2018,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AGO",2019,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,NA
"AGO",2020,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,NA
"AIA",2004,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AIA",2005,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AIA",2006,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AIA",2007,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AIA",2008,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",0,"C",1
"AIA",2009,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",0,"C",1
"AIA",2010,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AIA",2011,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AIA",2012,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AIA",2013,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",0,"C",1
"AIA",2014,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AIA",2015,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AIA",2016,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AIA",2017,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AIA",2018,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"AIA",2019,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,NA
"AIA",2020,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,NA
"ALA",2004,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ALA",2005,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ALA",2006,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ALA",2007,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ALA",2008,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ALA",2009,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ALA",2010,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ALA",2011,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ALA",2012,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ALA",2013,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ALA",2014,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
"ALA",2015,"16","16.1","16.1.1","VC_IHR_PSRC","Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",NA,NA,0
