"iso3c","date","goal","target","code","series_code","series_description","ind_value","ind_metadata","ind_quality"
"ABW",2004,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2005,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2006,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2007,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",5.736666666666666,"C",1
"ABW",2008,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2009,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2010,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",16.053333333333335,"C",1
"ABW",2011,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",8.433333333333334,"C",1
"ABW",2012,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2013,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2014,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2015,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2016,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2017,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2018,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2019,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2020,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2021,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2022,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"ABW",2023,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2004,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2005,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2006,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2007,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2008,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",2.7666666666666666,"C",1
"AFG",2009,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2010,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2011,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2012,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",2.3433333333333333,"C",1
"AFG",2013,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2014,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",8.663333333333334,"C",1
"AFG",2015,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2016,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2017,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",13.007777777777777,"C",1
"AFG",2018,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2019,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2020,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",13.727777777777778,"C",1
"AFG",2021,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",6.225555555555555,"C",1
"AFG",2022,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AFG",2023,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2004,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2005,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2006,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2007,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2008,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2009,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2010,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",11.446666666666667,"C",1
"AGO",2011,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",19.837777777777777,"C",1
"AGO",2012,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2013,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2014,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",11.464444444444444,"C",1
"AGO",2015,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2016,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2017,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2018,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2019,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",19.68,"C",1
"AGO",2020,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2021,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",18.793333333333333,"C",1
"AGO",2022,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
"AGO",2023,"8","8.5","8.5.2","SL_TLF_UEM","Unemployment rate, by sex and age - 13th ICLS (%)",NA,NA,0
