Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Nature],[Observation Status],[Reporting Type],[Sex],[Units]
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2015","74.1","2015","","","","","ILO modelled estimates 2024","","","65+","N","A","G","BOTHSEX","PERCENT"
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2015","72","2015","","","","","ILO modelled estimates 2024","","","65+","N","A","G","FEMALE","PERCENT"
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2015","76.8","2015","","","","","ILO modelled estimates 2024","","","65+","N","A","G","MALE","PERCENT"
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2016","77.1","2016","","","","","ILO modelled estimates 2024","","","65+","N","A","G","MALE","PERCENT"
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2016","72.5","2016","","","","","ILO modelled estimates 2024","","","65+","N","A","G","FEMALE","PERCENT"
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2016","74.5","2016","","","","","ILO modelled estimates 2024","","","65+","N","A","G","BOTHSEX","PERCENT"
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2017","75.7","2017","","","","","ILO modelled estimates 2024","","","65+","N","A","G","BOTHSEX","PERCENT"
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2017","73.6","2017","","","","","ILO modelled estimates 2024","","","65+","N","A","G","FEMALE","PERCENT"
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2017","78.3","2017","","","","","ILO modelled estimates 2024","","","65+","N","A","G","MALE","PERCENT"
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2018","79.6","2018","","","","","ILO modelled estimates 2024","","","65+","N","A","G","MALE","PERCENT"
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2018","75","2018","","","","","ILO modelled estimates 2024","","","65+","N","A","G","FEMALE","PERCENT"
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2018","77.1","2018","","","","","ILO modelled estimates 2024","","","65+","N","A","G","BOTHSEX","PERCENT"
"1","1.3","1.3.1","SI_COV_PENSN","[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)","1","World","2019","78.2","2019","","","","","ILO modelled estimates 2024","","","65+","N","A","G","BOTHSEX","PERCENT"
