Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Reporting Type],[Sex],[Units]
"16","16.1","16.1.3","VC_VOV_PHY_ASLT","Proportion of population subjected to physical assault in the previous 12 months, by sex (%)","32","Argentina","2016","2.3","2016","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","BOTHSEX","PERCENT"
"16","16.1","16.1.3","VC_VOV_PHY_ASLT","Proportion of population subjected to physical assault in the previous 12 months, by sex (%)","32","Argentina","2016","1.9","2016","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","FEMALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_PHY_ASLT","Proportion of population subjected to physical assault in the previous 12 months, by sex (%)","32","Argentina","2016","2.7","2016","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","MALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_PHY_ASLT","Proportion of population subjected to physical assault in the previous 12 months, by sex (%)","36","Australia","2009","3.1","2009","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","BOTHSEX","PERCENT"
"16","16.1","16.1.3","VC_VOV_PHY_ASLT","Proportion of population subjected to physical assault in the previous 12 months, by sex (%)","36","Australia","2009","3.9","2009","","","","","National Statistical Office","","Source: CTS. Data relate to 12 months prior to interview. For this survey, physical assault is defined as an act of physical force or violence by a person against another person. It includes: being pushed, grabbed, shoved, slapped, kicked, bitten, choked,","C","G","MALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_PHY_ASLT","Proportion of population subjected to physical assault in the previous 12 months, by sex (%)","36","Australia","2009","2.4","2009","","","","","National Statistical Office","","Source: CTS. Data relate to 12 months prior to interview. For this survey, physical assault is defined as an act of physical force or violence by a person against another person. It includes: being pushed, grabbed, shoved, slapped, kicked, bitten, choked,","C","G","FEMALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_PHY_ASLT","Proportion of population subjected to physical assault in the previous 12 months, by sex (%)","36","Australia","2010","3.4","2010","","","","","National Statistical Office","","Source: CTS. Data relate to 12 months prior to interview. For this survey, physical assault is defined as an act of physical force or violence by a person against another person. It includes: being pushed, grabbed, shoved, slapped, kicked, bitten, choked,","C","G","MALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_PHY_ASLT","Proportion of population subjected to physical assault in the previous 12 months, by sex (%)","36","Australia","2010","2.4","2010","","","","","National Statistical Office","","Source: CTS. Data relate to 12 months prior to interview. For this survey, physical assault is defined as an act of physical force or violence by a person against another person. It includes: being pushed, grabbed, shoved, slapped, kicked, bitten, choked,","C","G","FEMALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_PHY_ASLT","Proportion of population subjected to physical assault in the previous 12 months, by sex (%)","36","Australia","2010","2.9","2010","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","BOTHSEX","PERCENT"
"16","16.1","16.1.3","VC_VOV_PHY_ASLT","Proportion of population subjected to physical assault in the previous 12 months, by sex (%)","36","Australia","2011","2.7","2011","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","BOTHSEX","PERCENT"
