Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Reporting Type],[Sex],[Units]
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","24","Angola","2016","4.8","2016","","","","","National Statistical Office","","Source: NSO?","C","G","BOTHSEX","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","52","Barbados","2009","1","2009","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","BOTHSEX","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","56","Belgium","2006","0.9","2006","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","BOTHSEX","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","56","Belgium","2006","0.84","2006","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","FEMALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","56","Belgium","2006","0.06","2006","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","MALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","56","Belgium","2009","0.08","2009","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","MALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","56","Belgium","2009","1.11","2009","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","FEMALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","56","Belgium","2009","1.19","2009","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","BOTHSEX","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","120","Cameroon","2011","9.8","2011","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","FEMALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","124","Canada","2004","2.1","2004","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","BOTHSEX","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","124","Canada","2009","2.4","2009","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","BOTHSEX","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","124","Canada","2009","3.4","2009","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","FEMALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","124","Canada","2009","1.5","2009","","","","","National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)","","","C","G","MALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","124","Canada","2014","3.7","2014","","","","","Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub)","","","C","G","FEMALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","124","Canada","2014","2.2","2014","","","","","Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub)","","","C","G","BOTHSEX","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","124","Canada","2014","0.5","2014","","","","","Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub)","","","C","G","MALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","124","Canada","2019","0.5","2019","","","","","Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub)","","","C","G","MALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","124","Canada","2019","2.1","2019","","","","","Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub)","","","C","G","FEMALE","PERCENT"
"16","16.1","16.1.3","VC_VOV_SEX_ASLT","Proportion of population subjected to sexual assault in the previous 12 months, by sex (%)","124","Canada","2019","1.3","2019","","","","","Data revised by national authorities in response to the Pre-Publication of Sustainable Development Goals indicators (SDG-PrePub)","","","C","G","BOTHSEX","PERCENT"
