Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Disability status],[Nature],[Population Group],[Reporting Type],[Sex],[Type of occupation],[Units]
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","250","France","2016","1.29","2016","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","250","France","2018","1.32","2018","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","250","France","2020","1.35","2020","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","268","Georgia","2016","0.98","2016","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","268","Georgia","2018","1.06","2018","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","268","Georgia","2020","1.08","2020","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","275","State of Palestine","2020","0.35","2020","","","","","Palestinian central bureau of statistic","","The number of judges includes the judges working in Civil judiciary and Sharia judiciary ; The number of registrars includes the registrars working in Civil judiciary and Sharia judiciary","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","275","State of Palestine","2020","0.66","2020","","","","","Palestinian central bureau of statistic","","The number of judges includes the judges working in Civil judiciary and Sharia judiciary ; The number of registrars includes the registrars working in Civil judiciary and Sharia judiciary","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","275","State of Palestine","2021","0.82","2021","","","","","Palestinian central bureau of statistic; General Personnel Council","","The number of judges includes the judges working in Civil judiciary and Sharia judiciary ; The number of registrars includes the registrars working in Civil judiciary and Sharia judiciary","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","275","State of Palestine","2021","0.35","2021","","","","","Palestinian central bureau of statistic; General Personnel Council","","The number of judges includes the judges working in Civil judiciary and Sharia judiciary ; The number of registrars includes the registrars working in Civil judiciary and Sharia judiciary","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","276","Germany","2019","0.93","2019","","","","","Federal Office of Justice","","*in full-time equivalents; **no data are available for 2 19 from federal courts. The data from 2 18 have therefore been included for federal courts.","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","300","Greece","2020","1.45","2020","","","","","Administrative data from Ministry of Justice","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","324","Guinea","2017","0.13","2017","","","","","Division des Ressources Humaines du Ministère de la justice / Chambre Nationale des Huissiers de Justice / Barreau de l'Ordre des Avocats / Chambre Nationale des Notaires de Guinée","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","324","Guinea","2017","0.32","2017","","","","","Division des Ressources Humaines du Ministère de la justice / Chambre Nationale des Huissiers de Justice / Barreau de l'Ordre des Avocats / Chambre Nationale des Notaires de Guinée","","","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","328","Guyana","2021","1.3","2021","","","","","Supreme Court of Judicature; Court of Appeal","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","328","Guyana","2021","1.47","2021","","","","","Supreme Court of Judicature; Court of Appeal","","","ALLAGE","_T","C","TOTAL","G","FEMALE","REGISTRARS","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","328","Guyana","2022","1.38","2022","","","","","Supreme Court of Judicature","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","344","China, Hong Kong Special Administrative Region","2020","0.53","2020","","","","","The Judiciary of the Hong Kong Special Administrative Region","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","344","China, Hong Kong Special Administrative Region","2021","0.76","2021","","","","","Administrative records of the Judiciary of the Hong Kong Special Administrative Region of the People's Republic of China","","Figures of Judges and Judicial Officers are as at 31 December 2021. For the youth representation ratios, the denominator refers to the persons aged below 45 in the employed persons (excluding foreign domestic helpers).","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","344","China, Hong Kong Special Administrative Region","2021","0.23","2021","","","","","Administrative records of the Judiciary of the Hong Kong Special Administrative Region of the People's Republic of China","","Figures of Judges and Judicial Officers are as at 31 December 2021. For the youth representation ratios, the denominator refers to the persons aged below 45 in the employed persons (excluding foreign domestic helpers).","<45Y","_T","C","TOTAL","G","BOTHSEX","JUDGES","Ratio"
"16","16.7","16.7.1","SG_DMK_JDC","Proportions of positions in the judiciary compared to national distributions (ratio)","348","Hungary","2016","1.38","2016","","","","","Council of Europe CEPEJ-STAT ","","","ALLAGE","_T","C","TOTAL","G","FEMALE","JUDGES","Ratio"
