Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Nature],[Observation Status],[Reporting Type],[Sex],[Units]
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2000","24.75","2000","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2001","24.99","2001","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2002","25.22","2002","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2003","25.83","2003","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2004","26.09","2004","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2005","26.64","2005","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2006","26.72","2006","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2007","26.99","2007","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2008","27.04","2008","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2009","27.06","2009","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2010","27.16","2010","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2011","27.27","2011","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions - 13th ICLS (%)","1","World","2012","26.92","2012","","","","","ILO modelled estimates, Nov. 2023","","","15+","N","A","G","FEMALE","PERCENT"
