Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Nature],[Observation Status],[Reporting Type],[Sex],[Units]
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","4","Afghanistan","2014","6.93","2014","","","","","HIES - Households Living Conditions Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","U","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","4","Afghanistan","2017","4.26","2017","","","","","HIES - Households Living Conditions Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","U","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","4","Afghanistan","2020","5.89","2020","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","U","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2002","15.8","2002","","","","","HIES - Living Standards Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2007","22.81","2007","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2008","24.43","2008","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2009","21.98","2009","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2010","19.1","2010","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2012","14.71","2012","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2013","29.3","2013","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2014","20.62","2014","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2015","19.27","2015","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2016","24.02","2016","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2017","22.65","2017","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2018","31.6","2018","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","8","Albania","2019","41.34","2019","","","","","LFS - Labour Force Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","24","Angola","2009","14.78","2009","","","","","HIES - Core Welfare Indicators Questionnaire","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","24","Angola","2014","18.19","2014","","","","","PC - Population Census","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","24","Angola","2019","10.9","2019","","","","","LFS - Employment Survey","","Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","24","Angola","2021","11.01","2021","","","","","LFS - Employment Survey","","Repository: ILO-STATISTICS - Micro data processing","15+","C","A","G","FEMALE","PERCENT"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions - 13th ICLS (%)","32","Argentina","2004","28.61","2004","","","","","LFS - Permanent Household Survey, Urban","","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Break in series: Methodology revised","15+","C","A","G","FEMALE","PERCENT"
