Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Education level],[Nature],[Reporting Type],[Type of skill],[Units]
"4","4.5","4.5.1","SE_TOT_SESPI","Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio)","116","Cambodia","2022","0.18578","2022","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 21 February 2024.","","","LOWSEC","C","G","SKILL_READ","Ratio"
"4","4.5","4.5.1","SE_TOT_SESPI","Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio)","120","Cameroon","2014","0.23242","2014","","","","","CONFEMEN Programme for the Analysis of Education Systems (PASEC). Students achieving at least proficiency Level 2. Grade 2 Data extracted on 21 February 2024.","","","GRAD23","C","G","SKILL_MATH","Ratio"
"4","4.5","4.5.1","SE_TOT_SESPI","Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio)","120","Cameroon","2014","0.04608","2014","","","","","CONFEMEN Programme for the Analysis of Education Systems (PASEC). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 21 February 2024.","","","PRIMAR","C","G","SKILL_MATH","Ratio"
"4","4.5","4.5.1","SE_TOT_SESPI","Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio)","120","Cameroon","2014","0.06839","2014","","","","","CONFEMEN Programme for the Analysis of Education Systems (PASEC). Students achieving at least proficiency Level 3. Grade 2 Data extracted on 21 February 2024.","","","GRAD23","C","G","SKILL_READ","Ratio"
"4","4.5","4.5.1","SE_TOT_SESPI","Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio)","120","Cameroon","2014","0.03355","2014","","","","","CONFEMEN Programme for the Analysis of Education Systems (PASEC). Students achieving at least proficiency Level 4. Grade 6 Data extracted on 21 February 2024.","","","PRIMAR","C","G","SKILL_READ","Ratio"
"4","4.5","4.5.1","SE_TOT_SESPI","Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio)","124","Canada","2000","0.85115","2000","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 21 February 2024.","","","LOWSEC","C","G","SKILL_MATH","Ratio"
"4","4.5","4.5.1","SE_TOT_SESPI","Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio)","124","Canada","2000","0.84563","2000","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 21 February 2024.","","","LOWSEC","C","G","SKILL_READ","Ratio"
"4","4.5","4.5.1","SE_TOT_SESPI","Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio)","124","Canada","2001","0.95282","2001","","","","","Progress in International Reading Literacy Study (PIRLS). Students achieving at least low International Benchmark. Grade 4 Data extracted on 21 February 2024.","","","PRIMAR","C","G","SKILL_READ","Ratio"
"4","4.5","4.5.1","SE_TOT_SESPI","Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio)","124","Canada","2003","0.85263","2003","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 21 February 2024.","","","LOWSEC","C","G","SKILL_MATH","Ratio"
"4","4.5","4.5.1","SE_TOT_SESPI","Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio)","124","Canada","2003","0.86096","2003","","","","","Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 21 February 2024.","","","LOWSEC","C","G","SKILL_READ","Ratio"
